,eventid,iyear,imonth,iday,crit1,crit2,crit3,city,vicinity,latitude,longitude,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,success,suicide,targtype1,targtype1_txt,corp1,gname,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,ransomamt,ransompaid,nreleased
654,197108220006,1971,8,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
655,197108220007,1971,8,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),300.0,0.0,,,,
656,197108220008,1971,8,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),700.0,0.0,,,,
657,197108220009,1971,8,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),500.0,0.0,,,,
658,197108220010,1971,8,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),700.0,0.0,,,,
659,197108230001,1971,8,23.0,1,1,1,Hoboken,0,40.743906,-74.03235500000001,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
660,197108230002,1971,8,23.0,1,1,1,Hoboken,0,40.743906,-74.03235500000001,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
661,197108230003,1971,8,23.0,1,1,1,Hoboken,0,40.743906,-74.03235500000001,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
662,197108230004,1971,8,23.0,1,1,1,Hoboken,0,40.743906,-74.03235500000001,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
663,197108230005,1971,8,23.0,1,1,1,Hoboken,0,40.743906,-74.03235500000001,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Armed Revolutionary Independence Movement (MIRA),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
664,197108230006,1971,8,23.0,1,1,1,New York City,0,40.850752,-73.929001,3,Bombing/Explosion,,,,,0,0,8,Educational Institution,Yeshiva University,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
665,197108230007,1971,8,23.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,1,Business,,Black Liberation Army,0,4.0,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
666,197108240002,1971,8,24.0,1,1,1,Hammond,0,41.583193,-87.499736,7,Facility/Infrastructure Attack,,,,,1,0,2,Government (General),,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
667,197108270001,1971,8,27.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Chicano Liberation Front,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
668,197108280001,1971,8,28.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,2,Armed Assault,,,,,0,0,3,Police,San Francsico,Black Liberation Army,0,,,,,,0.0,,2.0,,0.0,,,,0.0,,,,
669,197108280003,1971,8,28.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,3,Police,Department of Corrections/Office of California Pri,"Weather Underground, Weathermen",0,,,,,,,,,,0.0,,,,0.0,,,,
670,197108280004,1971,8,28.0,1,1,1,Sacramento,0,38.579065,-121.49101399999999,3,Bombing/Explosion,,,,,1,0,2,Government (General),Department of Corrections,"Weather Underground, Weathermen",0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
671,197108280005,1971,8,28.0,1,1,1,San Mateo,0,37.54703,-122.314834,3,Bombing/Explosion,,,,,1,0,2,Government (General),California Department of Rehabilitation,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),40000.0,0.0,,,,
672,197108290001,1971,8,29.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,2,Armed Assault,,,,,1,0,3,Police,San Francisco Police,Black Liberation Army,0,2.0,,,,,1.0,,0.0,,0.0,,,,0.0,,,,
673,197108290002,1971,8,29.0,1,1,1,Vernon,0,34.004995,-118.230244,3,Bombing/Explosion,,,,,1,0,1,Business,Bank of America,Chicano Liberation Front,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
674,197108290003,1971,8,29.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,1,Business,,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),5000.0,0.0,,,,
675,197108300002,1971,8,30.0,1,1,1,Pontiac,0,42.636876,-83.288425,3,Bombing/Explosion,,,,,1,0,19,Transportation,School buses intended to be used for school integration.,Ku Klux Klan,0,5.0,5.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
676,197109010001,1971,9,1.0,1,1,1,Columbus,0,32.462925,-84.987629,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,Desegregated school,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
677,197109020001,1971,9,2.0,1,1,1,Kannapolis,0,35.487474,-80.622003,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Desegregated school,White extremists,0,3.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
678,197109020002,1971,9,2.0,1,1,1,Fayetteville,1,35.141360999999996,-79.008383,3,Bombing/Explosion,,,,,0,0,4,Military,Army Base,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
679,197109070001,1971,9,7.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,1,Business,Bank of America,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
680,197109170001,1971,9,17.0,1,1,1,Albany,0,42.651445,-73.75525400000001,3,Bombing/Explosion,,,,,1,0,2,Government (General),,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),75000.0,0.0,,,,
681,197109180002,1971,9,18.0,1,1,1,Plainfield,0,40.617622999999995,-74.417061,2,Armed Assault,,,,,1,0,3,Police,Plainfield Police Department,Black Nationalists,0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
682,197109200002,1971,9,20.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,0,0,7,Government (Diplomatic),,Black Revolutionary Assault Team,0,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,
683,197109200003,1971,9,20.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Black Revolutionary Assault Team,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
684,197109240001,1971,9,24.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
685,197109240002,1971,9,24.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,,,,,1,0,1,Business,,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
686,197109240003,1971,9,24.0,1,1,1,Portland,0,45.511795,-122.675629,3,Bombing/Explosion,,,,,1,0,4,Military,,Quartermoon Society,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),400.0,0.0,,,,
687,197109240004,1971,9,24.0,1,1,1,Detroit,0,42.331685,-83.047924,4,Hijacking,,,,,0,0,6,Airports & Aircraft,American Airlines,Black Liberation Army,0,1.0,1.0,1.0,5.0,Note left at scene,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
688,197110030002,1971,10,3.0,1,1,1,Tampa,0,27.94653,-82.45926899999999,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,R.O.T.C.,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
689,197110070002,1971,10,7.0,1,1,1,Atlanta,0,33.748315000000005,-84.391109,2,Armed Assault,,,,,1,0,1,Business,,Black Liberation Army,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
690,197110110002,1971,10,11.0,1,1,1,Santa Cruz,0,36.974025,-122.03095400000001,3,Bombing/Explosion,,,,,1,0,1,Business,Wells Fargo Bank,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
691,197110140001,1971,10,14.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,7,Government (Diplomatic),,Iranian extremists,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
692,197110150001,1971,10,15.0,1,1,1,Boston,0,42.358635,-71.056699,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
693,197110180001,1971,10,18.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,,,,,1,0,1,Business,,Jewish Defense League (JDL),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
694,197110200002,1971,10,20.0,1,1,1,New York City,0,40.712784,-74.005941,2,Armed Assault,,,,,1,0,7,Government (Diplomatic),,Jewish Defense League (JDL),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2500.0,0.0,,,,
695,197110310001,1971,10,31.0,1,1,1,Nassau county,0,40.654614,-73.559413,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,,Students for a Democratic Society,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
696,197111020002,1971,11,2.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Bank of America,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
697,197111030001,1971,11,3.0,1,1,1,Atlanta,0,33.748315000000005,-84.391109,1,Assassination,,,,,1,0,3,Police,Atlanta Police,Black Liberation Army,0,,,,,,1.0,,0.0,,0.0,,,,0.0,,,,
698,197111100002,1971,11,10.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,4,Military,National Guard Armory,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
699,197111120002,1971,11,12.0,1,1,1,Norman,0,35.205894,-97.445714,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Oklahoma University,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
700,197111150001,1971,11,15.0,1,1,1,Cambridge,0,42.36679,-71.10601899999999,3,Bombing/Explosion,,,,,1,0,1,Business,,Sons of Liberty,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
701,197111170001,1971,11,17.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Bank of America,,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
702,197111170002,1971,11,17.0,1,1,1,Norman,0,35.205894,-97.445714,2,Armed Assault,,,,,1,0,8,Educational Institution,Black People's Union,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
703,197111170003,1971,11,17.0,1,1,1,Norman,0,35.205894,-97.445714,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Oklahoma University,White extremists,0,,,0.0,,,0.0,0.0,27.0,0.0,1.0,3.0,Minor (likely < $1 million),200000.0,0.0,,,,
704,197111170004,1971,11,17.0,1,1,1,Boise,0,43.618518,-116.214619,3,Bombing/Explosion,,,,,1,0,4,Military,Military induction center,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
705,197111180001,1971,11,18.0,1,1,1,Wellesley,0,42.29776,-71.289744,3,Bombing/Explosion,,,,,1,0,1,Business,,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),15000.0,0.0,,,,
706,197111180002,1971,11,18.0,1,1,1,Deer Park,0,40.75815,-73.32773900000001,3,Bombing/Explosion,,,,,1,0,1,Business,,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),2500.0,0.0,,,,
707,197111220001,1971,11,22.0,1,1,1,Camden,0,39.945254999999996,-75.119129,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Puerto Rican Liberation Front,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
708,197111300002,1971,11,30.0,1,1,1,Akron,0,41.084195,-81.514059,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,Army Reserve,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
709,197112050001,1971,12,5.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Jewish Armed Resistance,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
710,197112060002,1971,12,6.0,1,1,1,Shakopee,0,44.79808,-93.526664,3,Bombing/Explosion,,,,,1,0,1,Business,Store selling Russian products,Jewish Armed Resistance,0,,,1.0,10.0,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
711,197112070001,1971,12,7.0,1,1,1,Palo Alto,0,37.441883000000004,-122.14301999999999,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,Stanford University,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
712,197112150003,1971,12,15.0,1,1,1,Cambridge,0,42.365288,-71.104359,3,Bombing/Explosion,,,,,0,0,1,Business,Cambridgeport Savings Bank,Sons of Liberty,0,,,1.0,3.0,Call (pre-incident),0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
713,197112200002,1971,12,20.0,1,1,1,Cambridge,0,42.36679,-71.10601899999999,3,Bombing/Explosion,,,,,1,0,3,Police,Cambridge Police Department,Comrades in Arms,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
714,197112220001,1971,12,22.0,1,1,1,Camden,0,39.945254999999996,-75.119129,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Puerto Rican Liberation Front,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
715,197201050002,1972,1,5.0,1,1,1,Buffalo,0,42.88544,-78.87846400000001,3,Bombing/Explosion,,,,,1,0,2,Government (General),Correctional Services Department Office,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
716,197201060001,1972,1,6.0,1,1,1,San Diego,0,32.715695000000004,-117.16171899999999,1,Assassination,,,,,0,0,14,Private Citizens & Property,,Secret Army Organization,0,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,
717,197201070001,1972,1,7.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,0,0,1,Business,Crocker Citizens National Bank,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
718,197201070002,1972,1,7.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,0,0,1,Business,Wells Fargo Bank,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
719,197201070003,1972,1,7.0,1,1,1,Chicago,0,41.881975,-87.629377,3,Bombing/Explosion,,,,,0,0,1,Business,First National Bank,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
720,197201070004,1972,1,7.0,1,1,1,Chicago,0,41.87563,-87.63165,3,Bombing/Explosion,,,,,0,0,1,Business,Continental Illinois National Bank,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
721,197201070005,1972,1,7.0,1,1,1,Chicago,0,41.881921999999996,-87.63232099999999,3,Bombing/Explosion,,,,,0,0,1,Business,Northern Trust Company,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
722,197201070006,1972,1,7.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,1,Business,Marine Midland Grace Trust Company of New York,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
723,197201070007,1972,1,7.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,1,Business,Manufacturers Hanover Trust Company,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
724,197201070008,1972,1,7.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,1,Business,First National City Bank,Left-Wing Militants,0,1.0,1.0,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
725,197201170005,1972,1,17.0,1,1,1,Palo Alto,0,37.425508,-122.161345,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Stanford University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),40000.0,0.0,,,,
726,197201170006,1972,1,17.0,1,1,1,Palo Alto,0,37.441883000000004,-122.14301999999999,3,Bombing/Explosion,,,,,0,0,8,Educational Institution,Stanford University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
727,197201220001,1972,1,22.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
728,197201260003,1972,1,26.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Jewish Defense League (JDL),0,,,,,,1.0,,13.0,,1.0,,,,0.0,,,,
729,197201260004,1972,1,26.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,1,0,18,Tourists,,Jewish Defense League (JDL),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
730,197201260005,1972,1,26.0,1,1,1,New York City,0,40.712784,-74.005941,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,,Jewish Defense League (JDL),0,,,,,,1.0,,0.0,,1.0,,,,0.0,,,,
731,197201270001,1972,1,27.0,1,1,1,New York City,0,40.712784,-74.005941,1,Assassination,,,,,1,0,3,Police,New York Police Department,Black Liberation Army,0,3.0,,,,,2.0,,0.0,,0.0,,,,0.0,,,,
732,197202010003,1972,2,1.0,1,1,1,Palo Alto,0,37.441883000000004,-122.14301999999999,7,Facility/Infrastructure Attack,,,,,0,0,14,Private Citizens & Property,Stanford faculty member who voted to oust Professor H. Bruce Franklin,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
733,197202010004,1972,2,1.0,1,1,1,Jackson,0,32.302091,-90.185366,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,Integrated High School,White extremists,0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),100.0,0.0,,,,
734,197202010005,1972,2,1.0,1,1,1,El Monte,0,34.06857,-118.027606,1,Assassination,,,,,0,0,14,Private Citizens & Property,Leader of the National Socialist White People's party,Jewish Defense League (JDL),0,1.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
735,197202160001,1972,2,16.0,1,1,1,Manchester,0,42.991175,-71.463089,3,Bombing/Explosion,,,,,1,0,3,Police,,People's Liberation Army (United States),0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
736,197203000001,1972,3,,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,,Secret Cuban Government,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
737,197203000002,1972,3,,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,,Secret Cuban Government,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
738,197203000003,1972,3,,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Secret Cuban Government,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
739,197203110001,1972,3,11.0,1,1,1,New York City,0,40.728224,-73.794852,7,Facility/Infrastructure Attack,,,,,1,0,14,Private Citizens & Property,House of a suspected Nazi,Jewish Armed Resistance,0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
740,197203160002,1972,3,16.0,1,0,1,New York City,0,40.844782,-73.864827,5,Hostage Taking (Barricade Incident),,,,,1,0,1,Business,Bankers Trust Company,Black Liberation Army,0,4.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),118000.0,0.0,,,,
741,197203290002,1972,3,29.0,1,1,1,Miami,1,25.699073000000002,-80.26697800000001,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,Young Cuba,0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
742,197204050001,1972,4,5.0,1,1,1,Los Angeles,0,34.101587,-118.333321,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,Soviet art exhibit on display in the United States,Jewish Defense League (JDL),0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
743,197204180001,1972,4,18.0,1,1,1,Bellflower,0,33.889332,-118.12530500000001,3,Bombing/Explosion,,,,,1,0,1,Business,Unknown business in Bellflower California,Jewish Defense League (JDL),0,,,1.0,2.0,Call (post-incident),0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),250000.0,0.0,,,,
744,197205090001,1972,5,9.0,1,1,0,San Jose,0,37.338475,-121.88579399999999,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,,,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),200000.0,0.0,,,,
745,197205090002,1972,5,9.0,1,1,1,San Jose,0,37.338475,-121.88579399999999,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,Navy-Marine Corps training center,Left-Wing Militants,0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
746,197205150003,1972,5,15.0,1,1,1,New York City,0,40.728224,-73.794852,3,Bombing/Explosion,,,,,1,0,4,Military,Army Reserve Center,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
747,197205150004,1972,5,15.0,1,1,1,Menlo Park,0,37.454696999999996,-122.17790900000001,3,Bombing/Explosion,,,,,1,0,1,Business,M B Associates,Left-Wing Militants,0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),10000.0,0.0,,,,
748,197205190002,1972,5,19.0,1,1,1,Washington,0,38.890370000000004,-77.031959,3,Bombing/Explosion,,,,,1,0,2,Government (General),,"Weather Underground, Weathermen",0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
749,197205190004,1972,5,19.0,1,1,1,Placentia,0,33.876160999999996,-117.86926299999999,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,,Chicano Liberation Front,0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
750,197205200002,1972,5,20.0,1,1,1,Dorado,0,18.460791,-66.264884,3,Bombing/Explosion,,,,,1,0,1,Business,Hotel hosting beauty pageant,Puerto Rican Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
751,197205200003,1972,5,20.0,1,1,1,Jericho,0,40.791005,-73.538134,3,Bombing/Explosion,,,,,0,0,14,Private Citizens & Property,Long Island Association of Commerce and Industry,Jewish Defense League (JDL),0,,,1.0,2.0,Call (post-incident),0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
752,197205230003,1972,5,23.0,1,1,1,Jericho,0,40.791005,-73.538134,7,Facility/Infrastructure Attack,,,,,1,0,14,Private Citizens & Property,Long Island Association of Commerce and Industry,Jewish Defense League (JDL),0,18.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
753,197205270001,1972,5,27.0,1,1,1,Jersey City,0,40.728075,-74.077825,1,Assassination,,,,,1,0,22,Violent Political Party,Black Panther Party,,0,,,,,,1.0,,0.0,,0.0,,,,0.0,,,,
754,197205270004,1972,5,27.0,1,1,1,New York City,0,40.807534999999994,-73.96257299999999,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,Columbia University,Student Radicals,0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
755,197206020002,1972,6,2.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,4,Hijacking,,,,,1,0,6,Airports & Aircraft,Western Airlines,Black Panthers,0,2.0,,,,,0.0,,0.0,,1.0,,,,1.0,,500000.0,,
756,197206140001,1972,6,14.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,,National Front for the Liberation of Cuba (FLNC),0,,,,,,0.0,,0.0,,1.0,4.0,,,0.0,,,,
757,197206190001,1972,6,19.0,1,1,1,San Diego,0,32.715695000000004,-117.16171899999999,3,Bombing/Explosion,,,,,1,0,1,Business,,Secret Army Organization,0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,
758,197207310001,1972,7,31.0,1,1,1,Miami,0,25.764367,-80.20152900000001,4,Hijacking,,,,,1,0,6,Airports & Aircraft,Delta,Black Panthers,0,5.0,,,,,0.0,,0.0,,1.0,,,,0.0,,1000000.0,,
